text,sentiment,category,keyword
눈치를 너무 보는데... 투자자보단 국민연금자산운용이 먼저 아닌가.. 결국 리밸런싱이 늦어서 코스피등폭락을 더 심해진거같은데,부정,운용성과,리밸런싱 지연
이것저것 왜 따지냐 원칙대로해라.,중립,기타,일반 잡담
니네 롱숏 하냐안하냐 니네가 시세조작함서 지금 난리가났자나 니네 롱숏할자금이 우리 기업들꺼 빼서 하는거아니냐 롱숏으로 개미들 피빨고,부정,운용성과,시세조작
"국민연금은 가입자 노후만을 위해서 일합시다.
눈치 볼 대상은 없습니다.",긍정,국민연금 조직,조직 신뢰
여론의 눈치를 안 보고 할 것을 했으면 이사단이 안 났겠지요. 올 해 1월에 그렇게 눈치를 안 보고 할 일을 했으면 지금 눈치 볼 일이 뭐가 있을까요?,부정,정부개입·거버넌스,정권 눈치
대본 쫌 그만 봐,부정,기타,진행자 평가
리밸런싱 때문 맞냐?? 뭔 진짜 코스피가 개잡주도 아니고 떨어지는 거 보소ㅋㅋㅋ 주가 올린 게 지 덕인냥 신나서 레버리지나 쳐 만든 새키나 그걸 또 지금에 와서는 보완하라는 정신나간 새키가 있는 곳인데 뭔 리밸런싱 탓을하냐ㅋㅋㅋ 외인도 2달 전부터 진즉에 팔고 나오던 시장이었는데ㅋㅋ 그렇게 국민들 결혼자금 부동산 자금 꼴아박게 분위기 조장해놓고 지금에 와선 입싹닫고 조용한 거 보소ㅋㅋ 진짜 뭔 이딴 정권이 다있나 싶다,부정,운용성과,리밸런싱 지연
좋은 영상 입니다,긍정,기타,영상 소감
"국민연금이라도 주식장에서 하루에 단타거래를 안했으면 좋겄습니다 
오전에 사고 오후에 선물로 폭탄 투하하고 
기금위원회는 모두 동일하게 주식 사고팔고해주셨으면 합니다 
개인들은 헤깔립니다",부정,투자전략,단타거래
국민연금이 무슨잘못이냐 대통령 정책 실장이 레버리지 나불되고 금감원장이 승인했는데 그리고 국민연금  정부에서 관여 하니깐 변동성이 미쳤지 원래대로 했으면 전혀 문제 될꺼 없는거였음,부정,정부개입·거버넌스,정부 개입
왜 갑자기 누가 집권하고 국내주식비율도 올리고 리밸런싱도 정치적 이유때문에 미루고 덕분에 외인들만 잘 먹고 나간다,부정,정부개입·거버넌스,정권 눈치
별로 인듯. 두리뭉술 책임회피. 별로임,부정,기타,일반 잡담
"니놈땜에 연금이 망하게 생겼고 
나라가 망한다 으이구",부정,연금제도,연금 수급
"투자자보다 더 많은 국민을 위해 일하세요.
리벨런싱 필요하면 바로바로 하세요",긍정,투자전략,리밸런싱 필요
국민연금이 개인 투자자들에게 왜 걱정 말라하나요? 국내 주식시장 보호를 위해 2030연금을 희생하면 나중에 책임을 져야겠죠,부정,정부개입·거버넌스,정권 눈치
국민연금이 계좌지킴이가 되었네...,중립,기타,일반 잡담
9천에서7천대로 하락 했는데 우상향 했다하네,부정,운용성과,수익률
언제부터 국민연금이 대통령 압박으로 리밸런싱도 안하고. 정치적 정립도 못지킬거면 당장 나가라,부정,정부개입·거버넌스,정권 눈치
연금이 카지노업종에서 자금 쑥 빼던데.민간기업은 그렇다치고 사실상 국영기업도 빼는게 이상하네.차라리 민영화 하던지 해야지,부정,연금제도,민영화
정영진이는 쫌 이상해졌네 바보가 되었네 아무리 뉴재명이라도 . 외국인 한탕하기좋게 개미들 울리는게 지금의 국민연금을 쉴드치네,부정,운용성과,외국인 매매
"저분은 전라도 출생에 민주당 인사면서 전라도에 본사가 있으니 
민주당 쪽이라는 합리적인 의심을 안 할 수 없다😊",중립,기타,일반 잡담
"2019년 매불쇼에서 뵈었었는데
거의 안 늙으셨네요",긍정,기타,영상 소감
MBK 빵 안가요 나랏돈 먹어도 빵 안  가요.. 좋은나라야,부정,기타,일반 잡담
"국민연금은 좋겠다. 주가 폭락해서 자동으로 리밸런싱 됐으니 손도 안 대고 코풀었네. 일 안 하고 자동 리밸런싱 하려고 이번주부터 판다, 내일부터 판다 예고하나? 주가 오르면 뭐 하냐? 리밸런싱 한다고 또 팔아치울 텐데ᆢ",부정,운용성과,리밸런싱 지연
에휴..,중립,기타,일반 잡담
사기꾼 살기 좋은나라야 mbk 미국에 있으면 벌써 징역 100년 나왔다,부정,기타,일반 잡담
"돈을 벌었어야지... 빨리 못하고 이제 주식 떨어지니 자동 리벨런싱... 어휴~~~ 기회를 왜 이리 다 버리셨나? 외국인들만 다 챙겨 떠나고... 잘해주세요..목표가  5% 밖에 안되는다~~ 연기금 주식장에서 너무 싫어했는데, 느낌은 좀 뜬금없이 매수,매도 하는...",부정,운용성과,매매 타이밍
기득권층이되면 일반국민은 개돼지 취급하는게 당연하지유,부정,기타,일반 잡담
솔직히 못 믿겠소.,부정,국민연금 조직,조직 신뢰
이새 완전 사짜네,부정,기타,일반 잡담
개미들의 피땀눈물인 돈을 국민연금이 다 가로채감,부정,연금제도,기금 고갈
회의록은 왜 비공개죠?? 국민들 노후가 달린문제인데 왜 숨기냐고!!,부정,국민연금 조직,회의록 공개
국민연금 리벨런싱 하세요.주식해서 손실 보고 있지만 국민의 미래를 위해서는 원칙을 지키는게 맞고 개인들도 손해보는 단기간 욕하지만 중장기로 보면 응원합니다.단기로 욕먹는걸 무서워 하면 평생 욕먹는 일이 생겨요.,긍정,운용성과,리밸런싱 지연
"말 하는게
초등학생 대하듯 하네.
무조건 따라오면 되지
뭔 말이  많아...
그런 말투네.",부정,국민연금 조직,조직 신뢰
"원칙이 14.4% 인 것을 연기금 회의로 14.9% 인상한거 왜 빼 먹냐???

원칙은 14.4% 이다.",부정,연금제도,보험료 인상
괜히 주도해서 나서서 팔지 말라고 기준 높여서 유예했다가 외통수에 몰리고 외국인은 그거 이용해서 개미털고 빠졌다. 그냥 잘하고 있는데 알아서 하게 냅두지 괜히 공포 조장하는 외부가 문제임,부정,정부개입·거버넌스,공포 조장
정동영계 국회의원 김성주  정동영 선거사무소에서 정책담당으로 일했고 운동권으로 감옥갔을때 변호인이 박원순임,중립,국민연금 조직,김성주 이사장
이 방송 목적이 뭔가요 국가언금의 방향을 유튜브에서 나와 말하는게 말이 되나 걱젓ㅈ말고 주식 계속 들어가라는 메세지인가,부정,기타,방송 목적
기본 소득 지역 화폐 이런거 남발할 생각말고 은퇴했을 때 국민연금이나 제대로 받도록 운용해주시길,부정,연금제도,제도 지속가능성
리밸런싱 꼬박꼬박 했으면 가만히 앉아서 삼전과 하이닉스 주식 지분만 외인한테 넘기는 꼴이 되었을 텐데?,부정,운용성과,리밸런싱 지연
국민연금 폐지하고 제가 낸 돈 원금만 돌려주세요 짜증나네,부정,연금제도,국민연금 폐지
"9000천에서 안팔고 끼고 있다 6,7천에서 팔기.",중립,운용성과,매매 타이밍
연기금이 기준까지 바꿔가며 국내주식 안팔고 사모아서 그동안 주가 쳐올랐쟈나. 회의도 비공개로 돌리고 대체 무슨 꿍꿍이 작당모의를 하고있는지,부정,정부개입·거버넌스,회의 비공개
50%나 위탁운용하고 있으면서 뭘 저리 확신하듯이 말하시나 ㅋㅋ 그냥 주식시장에 나와있는 연기금은 증권사나 다음없다고 봐도 무방함 리밸런싱 그냥 빨라했으면 이 변동성도 일찍 끝났자나 모지리들아 ㅇ ㅏㅏㅏ,부정,운용성과,리밸런싱 지연
이채널이 가장 편향되지 않고 이성적이라고 판단하시지 않았을까요?,중립,기타,일반 잡담
애도 정권 바뀌면 특검으로 누구 압력을 받았는지 확실히 조사 받아야 될거 같다,부정,정부개입·거버넌스,정권 압력
외인 변동성 이용해서 개미 다 죽인다.,부정,운용성과,외국인 매매
"신기자 우짤뻔했냐고ㅋㅋ
내 친구 삼전 오늘 팔았길...제발 내일이라도",중립,기타,일반 잡담
국민 타령하지마라 니들목적은 시장 안정화가 아니라 무슨수를 써서라도 노후자금 마련하는거다. 시장이 불안정해지든 환율이 널뛰든간에 수익을 최우선으로 두고 행동해야지,부정,운용성과,수익 우선
외인 2000조 매도 물량으로 한국 주식장 폭락 폭등 시켜서 개미 피 빨아먹는다.특히 JP모건서울 조심하세요,부정,운용성과,외국인 매매
"아니 이제까지 연기금 회의를 공개하지 않고 그게 무슨 국민의 신뢰인가!  그리고 갑자기 수십년 이어온 14.5프로 정한 이유가 있는데,  왜 갑자기... 그리고 지금 팔지않아서  외국인에게 팔 기회를 주고 ...",부정,국민연금 조직,회의록 공개
"국민 영향을 최소화 하든 말든 신경 쓰지 마시고, 제발 국민 노후 자금 확보라는 주 임무에만 충실하여 원칙대로 운영하셨으면 좋겠습니다. 
상반기 리밸런싱을 유예하는 바람에  리밸런싱으로 확보했어야 할 자금 수십 조를 외인 기관에 털려버리기나 하지 않았습니까. 
상반기 폭등장에서 원칙대로 리밸런싱 했으면 폭등장에서 적당한 브레이크 역할도 하고 외인 기관 및 펀드 리밸렁싱 타이밍도 늦추어 어제같은 대폭락 사태를 조금은 막았을겁니다. 
되려 다시 재 반등해야하는 시점에  연기금이 덜어내어야 하는 부담으로 상승 모멘텀을 발목잡는 역할만 하고있습니다. 
정치권이 개입하지 말고 14.9% 제발 원칙대로만 하세요. 그래야만 국민 노후자금을 안전하게 확보하고 부수적으로 한국 증권시장 안정화에도 기여할 수 있습니다.",부정,운용성과,리밸런싱 지연
"국민연금 파이팅!
우리 노후 믿고 갑니다. 
국민연금  수익이 곧 내 수익이렸다.",긍정,기타,영상 소감
14.9% => 20%+ alpha  이거 산정한 넘들은 능지덜인가...  이재명 빨던 넘들이 다 말아 먹는 대한민국...,부정,기타,일반 잡담
원칙을 깬놈들이 뭘 잘했다고 여기저기 나와서 변명질,부정,기타,일반 잡담
리밸런싱하지 않아서 외국인들 수익매도판을 깔아준건 팩트이고 그에대한 질문을 안한건 진행자의 과오라고 봅니다. 그럼에도 시간이 지나서 지금시점에서 안판게 더 잘했다는 평가를 받을수도 있겠지만 그 반대가 된다면 정치적심판도 있을 수 있겠지요. 그만큼 삼전닉스가 잘하면  면책(용서)되겠지요.,부정,운용성과,리밸런싱 지연
삼성전기 고만 좀  팔아요~~!!!,부정,투자전략,매매 타이밍
아니 섭외력뭐야 ㅋㅋㅋㅋㅋㅋ,부정,기타,일반 잡담
"국민연금 운용수익률이 글로벌 국부펀드나 타 연기금과 비교해도 수익률이 좋다는 얘기는 몇년 전부터 들어 왔습니다. 
그리고 연기금이 팔때 팔아나야 사야할때 사지. 
왜 파냐 왜 사냐 이런 놈들 그냥 아~무런 생각이 없는거지.",긍정,운용성과,수익률
아니!! 섭외력 어쩔!!,부정,기타,일반 잡담
"티비에 그만 나오고 일이나 열심히 해 !!!
준칙 어디지 말고 니들이 준칙 안 지켜서 시장이 이꼴이야 !!!!",부정,국민연금 조직,조직 신뢰
나라 망하길 바라는 극우들 또 겨와서 우겨대고있네,부정,기타,일반 잡담
"그게 아니라 정부위해서 주가부양한다고 리밸런싱 해야할때 못해서 외국인한테 국민연금 포지션이 드러난게 문제아냐
국내 주식 보유율도 늘려놔서 안그랬으면 리밸런싱 해놓고 이런 폭락장에 국민연금이 개입해서 충격 최소화 했을텐데 결국 니들 정치적 요소때문에 이렇게 된거 아냐",부정,정부개입·거버넌스,정치적 요소
국민연금이 팔면 니말대로 코스피 폭락하는데 수익날때 리밸런싱해서 자산배분해야지 폭등시기에 국내주식을 비중을 반대로 늘려서 연금지급해야할시기오면 그땐 코스피 개박살낼라고? ㅋㅋㅋ 말같지도않은 말을 말처럼하네 ㅎㅎ,부정,운용성과,리밸런싱 지연
국민연금이 주식 투자자와 시장 을 걱정하는구나. 2030 노후는 어렵겠다. 연금 수익률 낮으면 보험료 더 올리겠네,부정,연금제도,보험료 인상
짝짝짝 ~~~~~❤❤❤,긍정,기타,영상 소감
3월달에 진작에 시작했어야 할 리밸런싱을 패싱하고 십여년간 10퍼센트로 줄여오던 국내주식 비중을 20프로까지 단번에 쳐올리고는 7월부터 리밸런싱 한다고 여기저기 광고 쳐하면서 외인 수급까지 쳐막아보리기ㅋㅋㅋ 정작 중순이 될때까지 변동성으로 제대로 팔지도 못하고  국민에게 돈 강탈해서 외인들에게 바치는 김용범과 함께 국장 주범 1순위,부정,운용성과,리밸런싱 지연
국민연금이 원칙을 자꾸 깨니까 뭐라고 하는 거야~ 국민 돈가지고 장난 하냐? 그리고 왠 비공개?,부정,국민연금 조직,조직 신뢰
ㅋㅋㅋㅋ 목소리에 억울함 호소가 느껴지네 ㅋㅋㅋ,중립,기타,일반 잡담
국민 연금 잘하고 있고 응원하고 있습니다. 묵묵히 응원하는 사람들도 많으니 얄팍한 여론에 흔들리지 말고 뚜벅뚜벅 가시길.,긍정,기타,영상 소감
"""📢 “쫄깃한 식감이 다릅니다”
전통 방식 그대로 만든 수제 어묵바!

✓ 국내산 재료 사용
✓ 쫄깃한 수제 식감
✓ 캠핑·야식용 강추

종류별 구성으로
취향 따라 맛볼 수 있습니다👌
👉https://vo.la/DCb8Pou""",광고,기타,광고
"원칙을 지킨다고 강하게 주장했어야지..
그걸 못했기에 이 사단이 난거잖아  ㅠㅠ",부정,국민연금 조직,조직 신뢰
형사처벌대상아닌가,중립,기타,기타
시장충격줄이겠다고 미리 언질하면서 사방팔방 소문 안내고 그냥 조용히 야금야금 비중 맞춰갔으면 바닥 얌전히 다져갔을거임 대놓고 몇달 전부터 광고를 해댄게 문제지,부정,투자전략,비중 조정
이사장을 너무 오래 하셨네  국민연금 은 국민들의 돈인데 제돈인냥 쓰지 않는지 감사를 해야합니다.,부정,국민연금 조직,조직 신뢰
오 봉침 나왔었구나..  효과 있었나???,중립,기타,기타
지들 돈꼴으면 맨날 리배런싱 안해서래 ㅋㅋㅋ 그래서 하고있잖아 5천까지 빼줄거야,부정,운용성과,리밸런싱 지연
국민을 위해서 이 난리에 일조했냐?,부정,기타,기타
자산 공개하던걸  왜 비공개로 했는지 물어보시지,부정,국민연금 조직,회의록 공개
정부는 퇴직금 가지고 장난치지 말아라,부정,정부개입·거버넌스,정부 개입
변명이 많네...;;;,부정,기타,기타
